"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"2115",39143,60619,86,3,0,9,22799,474,41.1
"2116",39145,78952,94,3,0,1,19437,396,39
"2117",39147,56376,91,3,0,5,22075,454,39.2
"2118",39149,49317,94,2,1,1,24028,522,38.4
"2119",39151,375348,88,7,1,2,24453,517,41.5
"2120",39153,541592,79,14,2,2,27818,598,40.4
"2121",39155,208792,88,8,0,1,22568,473,43.1
"2122",39157,92528,96,1,0,2,21966,456,40.8
"2123",39159,52683,92,2,3,1,28852,615,37.1
"2124",39161,28685,95,1,0,3,22790,457,41.1
"2125",39163,13365,97,0,0,0,18101,375,39.8
"2126",39165,215274,89,3,4,2,33172,729,37.9
"2127",39167,61600,96,1,1,1,23496,440,43
"2128",39169,114750,95,2,1,2,23061,525,38.7
"2129",39171,37623,94,1,0,4,21350,461,41.5
"2130",39173,127325,90,2,2,5,26326,588,35.1
"2131",39175,22582,96,0,1,2,22382,436,41.4
"2132",40001,22427,42,0,1,6,15116,358,36.7
"2133",40003,5674,82,2,0,5,22488,307,45.7
"2134",40005,14070,72,4,0,3,17842,365,39.4
"2135",40007,5605,76,1,0,21,26109,396,41.1
"2136",40009,22715,78,4,0,13,23959,464,35
"2137",40011,10198,73,6,0,12,20242,296,40.4
"2138",40013,43079,73,2,1,5,20524,444,37.1
"2139",40015,29605,59,3,0,11,17858,333,37.8
"2140",40017,119546,79,2,3,7,27552,652,35.7
"2141",40019,47904,72,7,1,6,21476,457,38.2
"2142",40021,47488,50,1,1,6,18582,426,34.6
"2143",40023,15167,63,10,0,3,17739,346,40.7
"2144",40025,2432,77,0,0,20,23514,248,44.8
"2145",40027,261047,75,4,4,7,26920,645,32.7
"2146",40029,5927,72,0,0,3,19752,291,40.9
"2147",40031,124591,58,17,2,12,22363,585,31.5
"2148",40033,6166,78,1,1,6,21452,378,40.2
"2149",40035,14869,65,3,1,3,19820,399,42.4
"2150",40037,70246,78,2,0,3,22327,474,40.2
"2151",40039,28092,72,3,1,15,23261,420,30.6
"2152",40041,41394,66,0,1,3,21109,418,45.2
"2153",40043,4800,85,0,0,5,24860,355,42.3
"2154",40045,4120,89,0,0,7,27183,406,44.6
"2155",40047,60956,79,3,1,9,24177,457,37
"2156",40049,27410,78,2,0,7,21285,384,39.8
"2157",40051,52855,83,2,0,5,23500,443,38.2
"2158",40053,4522,91,1,0,4,27469,369,45.3
"2159",40055,6178,77,7,0,10,17969,312,40.7
"2160",40057,2894,62,6,1,26,18582,228,40.9
"2161",40059,3710,79,0,0,18,22675,274,40
"2162",40061,12849,73,1,0,4,18896,348,39.7
"2163",40063,13838,66,5,0,4,18268,325,40
"2164",40065,26280,65,7,1,21,22925,443,34
"2165",40067,6457,80,0,0,9,19042,243,41.9
"2166",40069,10982,71,1,0,4,19967,314,39.8
"2167",40071,46122,77,2,1,7,22207,398,39
"2168",40073,15069,79,1,0,14,25773,467,38.6
"2169",40075,9389,76,4,0,9,23576,294,42.3
"2170",40077,11034,69,1,0,3,22603,349,39.5
"2171",40079,50062,73,2,1,7,18141,359,39.3
"2172",40081,34238,84,2,0,3,21888,378,40.6
"2173",40083,42871,78,9,1,5,25620,457,37
"2174",40085,9496,75,2,0,13,19910,444,39.8
"2175",40087,35155,81,1,1,7,25293,474,38.3
"2176",40089,33143,65,9,0,5,17615,342,38.8
"2177",40091,20358,69,3,0,2,19100,361,46.8
"2178",40093,7604,87,0,0,8,27168,318,43
"2179",40095,15860,69,1,0,15,19583,409,43.6
"2180",40097,41110,66,0,0,3,20585,459,39.4
"2181",40099,13571,75,1,0,5,21870,459,41
"2182",40101,70657,58,11,1,5,19868,446,37.7
"2183",40103,11529,83,2,1,3,21947,381,40.5
"2184",40105,10580,68,2,0,3,19256,378,41.9
"2185",40107,12268,63,8,0,3,16528,333,40.3
"2186",40109,732118,59,15,3,15,26561,568,34.2
"2187",40111,39747,64,9,0,3,19753,390,39
"2188",40113,47800,64,11,0,3,22353,401,41.6
"2189",40115,32029,67,1,1,5,18331,408,38.7
"2190",40117,16592,79,1,0,2,21220,417,41.7
"2191",40119,77897,79,3,4,4,20868,542,27
"2192",40121,45417,71,3,0,4,21966,451,41.2
"2193",40123,37700,69,3,0,4,22381,450,35.3
"2194",40125,70144,74,3,1,4,20937,477,37.4
"2195",40127,11406,73,1,0,3,18542,311,44.5
"2196",40129,3713,86,0,0,5,27326,367,41.6
"2197",40131,87730,73,1,1,4,27365,573,38.6
"2198",40133,25443,67,5,0,4,18321,327,39.3
"2199",40135,41834,65,2,1,4,18131,425,39
"2200",40137,44929,82,2,1,6,23038,424,40.1
"2201",40139,21157,50,1,2,44,22064,436,31.3
"2202",40141,7898,64,7,0,23,18035,284,40.4
"2203",40143,609610,65,10,2,11,27676,599,35.3
"2204",40145,74077,73,3,1,5,24874,549,38
"2205",40147,51329,75,3,1,5,27053,483,40.5
"2206",40149,11631,85,1,0,9,23811,388,39.3
"2207",40151,8849,85,4,0,5,26022,418,34.8
"2208",40153,20483,82,1,0,11,24922,450,36.4
"2209",41001,16055,92,0,1,4,23234,491,47.9
"2210",41003,85989,83,1,6,7,26738,734,32.3
"2211",41005,380532,84,1,4,8,32781,858,40.9
"2212",41007,37157,87,1,1,8,25680,701,43.7
"2213",41009,49333,90,0,1,4,26271,664,42
"2214",41011,62753,87,0,1,6,22239,591,47.6
"2215",41013,20894,89,0,0,7,20883,585,46.8
"2216",41015,22361,88,0,0,6,23972,660,53.8
"2217",41017,160565,88,0,1,8,27524,768,40.8
"2218",41019,107286,89,0,1,5,21870,606,46.4
"2219",41021,1915,89,1,0,8,25320,523,49.4
"2220",41023,7359,93,0,0,3,23828,443,50.5
"2221",41025,7314,89,0,1,4,20865,384,46.1
"2222",41027,22427,66,0,1,30,25181,675,37.6
"2223",41029,205117,83,1,1,11,24378,745,42.5
"2224",41031,21461,61,1,1,20,21593,563,40.2
"2225",41033,82783,88,0,1,7,21791,665,47.5
"2226",41035,66211,80,1,1,11,21489,578,42
"2227",41037,7862,87,0,1,7,22056,425,48.3
"2228",41039,353382,84,1,2,8,24224,720,39
"2229",41041,46070,84,0,1,8,25194,711,49.8
"2230",41043,117648,87,0,1,8,21500,658,39.1
"2231",41045,30898,63,1,2,32,16352,467,36.6
"2232",41047,318441,68,1,2,25,22001,660,35.3
"2233",41049,11218,64,0,1,32,20663,514,36.9
"2234",41051,747641,72,5,7,11,30475,799,36.1
"2235",41053,75930,80,0,2,12,24426,688,37.5
"2236",41055,1865,90,0,0,5,24314,549,48.6
"2237",41057,25300,86,0,1,9,22452,662,48.2
"2238",41059,76306,69,1,1,24,20836,530,35.7
"2239",41061,25741,90,1,1,4,22684,532,39.9
"2240",41063,6924,94,0,0,2,23131,512,51.5
"2241",41065,25281,77,0,1,16,22844,652,41.4
"2242",41067,539608,69,2,9,16,31078,852,35.6
"2243",41069,1292,94,0,0,3,24575,419,55.5
"2244",41071,99802,79,1,1,15,24290,758,37.7
"2245",42001,101496,90,1,1,6,27284,649,41.9
"2246",42003,1226933,80,13,3,2,31593,603,41.1
"2247",42005,68614,98,1,0,1,23661,442,44.9
"2248",42007,170382,90,6,1,1,26258,465,44.5
"2249",42009,49490,97,1,0,1,22259,435,44.4
"2250",42011,412078,76,4,1,17,26723,659,39.5
"2251",42013,126940,95,2,1,1,23875,474,42.4
"2252",42015,62624,96,1,1,1,23667,481,43.5
"2253",42017,625977,86,4,4,4,37466,964,42.2
"2254",42019,184535,96,1,1,1,30957,580,42
"2255",42021,142448,93,3,0,1,22659,399,43.9
"2256",42023,5000,98,1,0,1,22747,388,48.4
"2257",42025,65074,93,1,0,4,24861,569,44.5
"2258",42027,154460,88,3,5,3,25545,795,29.3
"2259",42029,503075,82,6,4,7,42210,1004,39.7
"2260",42031,39720,97,1,1,1,21902,433,39.9
"2261",42033,81536,94,2,1,2,21273,418,43
"2262",42035,39501,96,1,0,1,21875,518,38.2
"2263",42037,67021,94,2,1,2,23681,525,39.8
"2264",42039,88173,96,2,0,1,21741,442,42
"2265",42041,237449,89,3,3,3,31791,708,40.5
"2266",42043,269035,69,17,3,7,29234,690,39.3
"2267",42045,559771,70,20,5,3,33179,826,38.8
"2268",42047,31799,98,1,1,1,23738,416,45.6
"2269",42049,280518,86,7,1,4,24189,520,38.6
"2270",42051,136145,93,4,0,1,20884,425,43.6
"2271",42053,7696,75,18,0,6,13646,363,41.5
"2272",42055,150594,90,3,1,5,25741,609,40.5
"2273",42057,14779,97,1,0,1,23201,453,42.5
"2274",42059,38362,92,5,0,1,21819,422,41.5
"2275",42061,45874,92,5,0,2,20739,421,41.9
"2276",42063,88404,94,2,1,1,22933,522,38.7
"2277",42065,45015,98,0,0,1,21300,414,43.1
"2278",42067,24737,96,1,0,3,21628,435,41.7
"2279",42069,214275,89,2,2,5,25594,537,42.1
"2280",42071,523306,84,3,2,9,26496,720,38.2
"2281",42073,90374,93,4,0,1,22906,461,44
"2282",42075,134411,86,2,1,10,27074,596,41
"2283",42077,352068,70,5,3,20,27923,780,39.4
"2284",42079,320827,87,3,1,7,24793,508,42.8
"2285",42081,116604,92,5,1,1,22987,526,41.2
"2286",42083,43294,94,2,0,2,22426,441,42.2
"2287",42085,116059,91,6,1,1,22831,464,43.1
"2288",42087,46698,97,1,0,1,20794,423,42.9
"2289",42089,168947,70,12,2,14,25494,830,40.6
"2290",42091,804621,78,9,7,4,41472,976,40.8
"2291",42093,18379,93,2,2,2,29600,540,43.8
"2292",42095,298439,80,4,3,11,29266,768,41.2
"2293",42097,94444,94,2,0,3,22478,430,43.4
"2294",42099,45808,96,1,0,1,26048,527,41.4
"2295",42101,1536704,37,42,6,13,22279,721,33.6
"2296",42103,57179,83,5,1,9,27691,852,44.8
"2297",42105,17487,97,0,0,1,22564,459,45
"2298",42107,147700,93,3,1,3,23021,470,43.3
"2299",42109,39711,96,1,1,2,23088,499,39.3
"2300",42111,77341,95,2,0,1,22192,400,44.7
"2301",42113,6419,96,1,0,1,22923,390,50.5
"2302",42115,42948,97,1,0,1,24477,507,45.5
"2303",42117,42267,96,1,0,1,22621,490,42.4
"2304",42119,44932,85,7,1,5,22259,544,38.5
"2305",42121,54590,96,1,0,1,22060,421,44.7
"2306",42123,41429,97,0,0,1,24179,436,45.5
"2307",42125,208047,93,3,1,1,28433,499,43.7
"2308",42127,52212,92,3,1,4,24005,585,46
"2309",42129,364090,95,2,1,1,28051,491,45.4
"2310",42131,28177,96,1,0,2,24195,521,42.4
"2311",42133,436339,86,5,1,6,28132,655,40.3
"2312",44001,49426,94,0,1,2,38893,776,43.3
"2313",44003,165628,91,1,2,4,33814,876,43
"2314",44005,82545,87,3,2,5,40293,1029,43.7
"2315",44007,627469,65,8,4,19,26308,740,37.1
"2316",44009,126627,92,1,2,3,37023,875,42.3
"2317",45001,25233,69,29,0,1,18134,386,42.8
"2318",45003,161710,68,25,1,5,24769,495,40.3
"2319",45005,10214,23,74,0,2,13334,344,38.5
"2320",45007,188480,78,16,1,3,22081,476,40.1
"2321",45009,15814,36,62,0,1,18902,291,39.4
"2322",45011,22399,52,45,0,2,18862,390,38.9
"2323",45013,165354,66,19,1,12,32503,888,41.5
"2324",45015,184366,64,25,2,6,24165,768,34.8
"2325",45017,15109,53,42,0,3,23023,373,44
"2326",45019,358736,63,29,1,5,30158,771,36
"2327",45021,55587,74,20,1,4,18240,437,38.4
"2328",45023,32879,59,37,0,2,18098,414,40.6
"2329",45025,46452,62,33,0,4,17140,411,39.9
"2330",45027,34652,47,49,0,3,17665,387,42.2
"2331",45029,38453,56,40,0,3,18769,450,41.2
"2332",45031,68346,55,41,0,2,20105,407,39.8
"2333",45033,31661,47,47,0,3,14988,336,37.4
"2334",45035,139802,65,25,1,5,24495,743,35.7
"2335",45037,26698,56,37,0,5,20753,403,41.5
"2336",45039,23589,38,59,0,2,20257,413,43.1
"2337",45041,137393,54,41,1,2,22432,482,37.5
"2338",45043,60280,62,34,0,3,24437,605,46.1
"2339",45045,459857,70,18,2,8,26643,599,37.5
"2340",45047,69727,61,31,1,6,21053,483,38.3
"2341",45049,20840,41,54,0,4,19332,384,39.3
"2342",45051,276688,77,13,1,6,24002,677,42
"2343",45053,25408,38,46,0,15,17350,541,35.9
"2344",45055,61918,69,25,1,4,22638,443,40.9
"2345",45057,77946,70,23,1,5,21003,445,40.5
"2346",45059,66457,69,25,0,4,19153,426,40.1
"2347",45061,18890,33,63,0,2,14740,391,39.3
"2348",45063,266575,77,14,1,6,26886,625,37.9
"2349",45065,10091,48,49,0,1,22150,336,50.4
"2350",45067,32695,40,56,0,3,16531,358,39.3
"2351",45069,28542,40,50,0,3,14577,340,39.2
"2352",45071,37514,60,30,1,7,21591,427,40.6
"2353",45073,74419,86,7,1,5,23904,460,43.4
"2354",45075,91836,34,62,1,2,17687,441,38.2
"2355",45077,119483,87,6,2,3,21182,541,34.9
"2356",45079,389708,45,46,2,5,25763,668,32.6
"2357",45081,19895,58,26,0,15,19725,400,40.9
"2358",45083,286789,70,20,2,6,21889,526,38.2
"2359",45085,107645,47,46,1,3,20340,525,35.4
"2360",45087,28594,66,31,0,1,19037,350,42.7
"2361",45089,33944,31,66,0,2,14845,351,41.2
"2362",45091,230934,72,19,2,5,26553,609,37.4
"2363",46003,2722,93,1,1,4,23504,338,42.9
"2364",46005,17663,84,1,5,8,24025,437,39.1
"2365",46007,3431,26,1,0,2,16275,169,28.4
"2366",46009,7048,89,1,1,2,20941,332,43.3
"2367",46011,32295,92,1,3,2,23105,554,26
"2368",46013,36982,92,1,1,2,27138,478,38.9
"2369",46015,5286,87,0,0,2,21928,389,41.3
"2370",46017,1966,17,1,0,1,11405,212,24.8
"2371",46019,10197,92,0,0,3,21744,378,40
"2372",46021,1435,94,0,1,0,24152,382,51
"2373",46023,9176,64,0,0,2,19030,254,38.7
"2374",46025,3635,92,1,1,5,27878,361,45.6
"2375",46027,13953,90,1,2,2,20595,558,25.3
"2376",46029,27439,94,0,0,2,25582,508,37.8
"2377",46031,4078,30,0,0,3,14262,153,29.8
"2378",46033,8306,92,0,0,3,28356,481,51.1
"2379",46035,19622,93,0,0,2,24597,490,38
"2380",46037,5669,87,0,0,1,23126,322,47.8
"2381",46039,4362,96,1,0,2,27525,344,43.6
"2382",46041,5419,22,0,0,2,15558,188,29.2
"2383",46043,3000,96,0,0,1,28323,326,48.4
"2384",46045,4051,98,0,0,1,25775,422,47
"2385",46047,7001,87,1,1,2,23624,398,51.6
"2386",46049,2370,96,0,0,3,23069,348,41.5
"2387",46051,7307,96,1,0,2,24554,411,44.9
"2388",46053,4247,89,0,0,1,23041,293,48
"2389",46055,1944,93,0,0,0,25754,409,49.4
"2390",46057,5925,96,0,0,3,25233,413,36.5
"2391",46059,3433,99,0,0,1,26027,353,49.3
"2392",46061,3377,94,2,0,1,23197,380,35.4
"2393",46063,1330,94,0,0,1,22247,352,39.4
"2394",46065,17238,84,1,0,2,30284,477,40.4
"2395",46067,7239,96,0,0,2,26110,341,47.2
"2396",46069,1387,86,0,1,2,26195,335,44.8
"2397",46071,3116,51,0,0,2,20319,213,32
"2398",46073,2055,94,0,0,5,26590,372,47.4
"2399",46075,981,97,1,0,0,23377,306,46.9
"2400",46077,5142,96,0,1,2,27485,348,46.4
"2401",46079,11564,95,1,0,2,27015,389,41.6
"2402",46081,24305,92,0,1,3,27498,485,41
"2403",46083,46693,95,1,1,1,34839,729,33.2
"2404",46085,3804,58,0,1,0,20586,211,36.3
"2405",46087,5605,96,0,0,2,26505,397,42.7
"2406",46089,2432,94,0,0,2,22596,99,50.1
"2407",46091,4657,84,0,0,7,24205,338,42.5
"2408",46093,25914,89,1,1,3,25375,598,35.8
"2409",46095,2072,39,0,0,3,15760,131,34.7
"2410",46097,2355,96,0,0,1,31288,325,45.6
"2411",46099,173108,86,4,2,4,26380,620,34.7
"2412",46101,6460,80,1,1,2,27682,424,40.8
"2413",46103,102752,81,1,1,4,27000,661,36.8
"2414",46105,2943,97,0,0,2,25751,310,49.8
"2415",46107,2323,97,0,1,0,26180,392,51
"2416",46109,10210,60,0,0,2,22670,256,39.4
"2417",46111,2348,98,0,0,2,25823,351,46.6
"2418",46113,13829,4,0,0,1,8768,161,24.1
"2419",46115,6522,96,0,0,1,27757,417,44.2
"2420",46117,2966,88,0,0,2,30933,539,40.7
"2421",46119,1420,94,0,0,2,30218,386,46.9
"2422",46121,9783,10,0,1,3,10575,180,23
"2423",46123,5571,83,0,0,1,23270,338,44.8
"2424",46125,8344,96,0,0,2,25406,411,44
"2425",46127,14575,94,1,1,3,36167,645,39.9
"2426",46129,5477,82,0,0,3,25915,399,46.7
"2427",46135,22518,91,2,1,3,27268,449,41.1
"2428",46137,2821,23,0,0,3,12339,182,26
"2429",47001,75263,90,4,1,2,24561,515,42.6
"2430",47003,45339,78,6,1,11,19303,547,36.9
"2431",47005,16398,94,3,1,2,18456,335,46.1
"2432",47007,12853,92,4,0,2,15747,337,42.9
"2433",47009,123722,92,3,1,3,23788,561,41.8
"2434",47011,100070,88,4,1,5,21649,505,38.5
"2435",47013,40553,97,1,0,1,16812,348,42
"2436",47015,13790,95,2,0,2,20566,449,41.5
"2437",47017,28525,85,10,0,2,18330,355,42.3
"2438",47019,57438,95,1,0,2,19018,399,42.8
"2439",47021,39213,94,2,0,2,23459,685,39.9
"2440",47023,17151,86,10,1,2,18817,452,36.9
"2441",47025,31915,96,1,1,1,18583,361,41.2
"2442",47027,7816,96,3,0,2,16867,312,45.3
"2443",47029,35596,94,2,0,2,17476,341,43.3
"2444",47031,53011,90,2,1,4,20357,480,39.4
"2445",47033,14576,77,13,0,9,18664,420,40.4
"2446",47035,56589,95,0,0,3,21141,439,48.8
"2447",47037,638395,57,28,3,10,28467,691,34.1
"2448",47039,11695,93,3,0,3,25368,325,44.8
"2449",47041,18875,90,2,0,7,21606,367,40.5
"2450",47043,49926,90,4,0,3,21547,572,39
"2451",47045,38239,81,13,0,3,21208,418,40.2
"2452",47047,38502,68,28,1,2,28201,463,42.7
"2453",47049,17943,97,0,0,1,16454,354,43
"2454",47051,40985,90,4,1,3,22398,434,41.5
"2455",47053,49664,78,18,0,2,20402,388,39.9
"2456",47055,29214,85,11,1,2,19998,394,42.7
"2457",47057,22653,96,1,0,2,17933,369,42.4
"2458",47059,68679,94,2,0,3,19801,394,43.2
"2459",47061,13657,82,0,0,1,15683,298,42.1
"2460",47063,62721,83,4,1,11,21261,453,39.3
"2461",47065,340973,72,20,2,5,27229,585,39.3
"2462",47067,6737,98,0,0,0,14326,261,44.2
"2463",47069,26897,55,41,1,1,14975,365,39.7
"2464",47071,26011,92,4,0,2,20127,375,43.5
"2465",47073,56759,96,1,0,1,20662,433,42.7
"2466",47075,18531,45,49,0,4,18714,409,40.5
"2467",47077,27934,88,8,0,2,20449,416,39.9
"2468",47079,32293,88,8,0,2,22239,413,44.5
"2469",47081,24428,91,5,0,2,18383,448,40.2
"2470",47083,8375,93,2,0,2,18539,395,42.3
"2471",47085,18392,94,3,0,2,22183,398,41.4
"2472",47087,11527,96,0,0,2,18387,307,45.1
"2473",47089,51759,93,2,0,3,20619,472,41.1
"2474",47091,18158,93,4,0,2,16470,353,43.7
"2475",47093,436983,84,9,2,4,28136,613,37.2
"2476",47095,7773,68,25,0,4,12042,265,39.7
"2477",47097,27794,61,35,0,2,15758,403,36.4
"2478",47099,41927,95,2,0,2,19136,380,40.2
"2479",47101,12049,94,1,1,2,17751,434,41.9
"2480",47103,33411,88,6,0,3,21811,388,42.1
"2481",47105,49188,90,1,1,7,27045,498,45.8
"2482",47107,52338,90,4,0,3,19744,424,41.5
"2483",47109,26066,91,6,0,2,18428,348,41.9
"2484",47111,22416,93,0,1,5,17009,337,38.9
"2485",47113,98261,58,37,1,3,23283,498,37
"2486",47115,28214,93,2,0,1,21399,421,42.7
"2487",47117,30818,87,7,0,5,20739,465,39.6
"2488",47119,81821,80,12,1,5,22766,525,38
"2489",47121,11706,95,2,0,0,19403,460,44.5
"2490",47123,44857,92,2,0,3,19643,440,41.8
"2491",47125,177640,67,19,2,9,22380,659,30.1
"2492",47127,6347,93,3,0,0,23307,433,44
"2493",47129,21964,94,4,0,1,17747,434,40.6
"2494",47131,31566,85,11,0,3,20900,379,41.5
"2495",47133,22109,97,1,0,1,18347,337,41.6
"2496",47135,7861,94,2,0,2,17214,345,42.3
"2497",47137,5095,98,1,0,0,21942,278,48.1
"2498",47139,16723,96,0,0,2,20274,443,43.1
"2499",47141,72702,90,2,1,5,20517,457,36.1
"2500",47143,32080,92,2,0,4,18952,413,40
"2501",47145,53765,94,3,0,1,23936,476,45.4
"2502",47147,66623,85,8,0,6,23809,587,38.1
"2503",47149,269407,75,13,3,7,25077,715,32.6
"2504",47151,22154,98,0,0,1,17121,349,38.3
"2505",47153,14333,89,0,0,3,20899,455,40.9
"2506",47155,91295,91,1,1,5,22242,561,41.3
"2507",47157,932919,38,52,2,6,25549,632,34.6
"2508",47159,19134,94,2,0,2,21153,386,40.7
"2509",47161,13313,93,2,1,2,21701,402,42.8
"2510",47163,156741,94,2,1,2,23850,468,44
"2511",47165,163724,87,7,1,4,27795,658,39.1
"2512",47167,61298,77,18,1,2,23054,540,37.1
"2513",47169,7843,86,11,2,0,20491,466,37.8
"2514",47171,18254,94,1,0,4,20152,400,44.9
"2515",47173,19177,97,0,0,1,17426,375,40.6
"2516",47175,5562,96,1,0,0,19450,326,45.3
"2517",47177,39861,87,3,1,8,19531,425,39.1
"2518",47179,123891,90,4,1,3,25355,522,39.6
"2519",47181,16996,91,6,0,2,17706,311,41.6
"2520",47183,34779,87,9,0,2,19547,407,36.9
"2521",47185,25986,94,2,0,2,18205,420,42
"2522",47187,188935,86,4,3,5,41292,936,38.5
"2523",47189,116948,87,7,1,3,27864,675,39.5
"2524",48001,58262,61,21,1,16,18495,509,38.7
"2525",48003,15554,46,1,2,51,27429,604,34.2
"2526",48005,87042,63,15,1,20,20982,525,36.4
"2527",48007,23627,70,1,1,25,26953,628,49.3
"2528",48009,8853,90,1,0,8,27800,403,42.8
"2529",48011,1773,84,1,0,12,26823,508,44.1
"2530",48013,45714,36,1,0,62,20193,520,35.6
"2531",48015,28573,65,9,0,24,25884,550,40.3
"2532",48017,7121,40,2,0,58,18676,446,33.7
"2533",48019,20533,81,1,0,17,25364,564,49.7
"2534",48021,74730,57,8,1,33,23342,666,38.3
"2535",48023,3678,87,1,0,9,28021,296,48.8
"2536",48025,32281,34,9,0,57,16848,534,35.4
"2537",48027,316144,50,20,3,22,22857,670,29.9
"2538",48029,1753238,30,7,2,59,24253,693,32.9
"2539",48031,10562,78,1,1,19,26781,528,47.3
"2540",48033,649,91,0,0,8,50042,500,38.8
"2541",48035,18094,80,1,0,16,23992,416,45.9
"2542",48037,92851,66,24,1,7,22911,521,37.6
"2543",48039,319493,52,12,6,28,29081,691,35.3
"2544",48041,197642,59,10,5,24,21720,678,24.7
"2545",48043,9244,54,1,1,43,27796,443,41.7
"2546",48045,1615,66,2,0,28,20697,383,46
"2547",48047,7225,8,0,1,91,14345,232,32.1
"2548",48049,37942,74,4,0,20,21236,458,39.6
"2549",48051,17201,67,11,1,19,21529,447,42.9
"2550",48053,43230,76,2,0,21,24998,605,43.8
"2551",48055,38465,44,7,0,48,19673,546,35.6
"2552",48057,21503,45,3,2,47,23381,535,37.8
"2553",48059,13535,88,1,0,8,22855,412,42.8
"2554",48061,410710,10,0,1,88,14710,482,30.8
"2555",48063,12415,58,18,0,22,19176,457,37.6
"2556",48065,6158,87,1,0,9,26827,431,41.1
"2557",48067,30344,77,17,0,4,20104,351,43.5
"2558",48069,8046,32,2,0,61,19708,525,33.9
"2559",48071,35570,70,8,1,20,30140,606,36.1
"2560",48073,50865,62,15,0,21,18801,454,37.8
"2561",48075,7057,64,9,0,22,20248,483,34.3
"2562",48077,10651,92,1,0,5,25867,397,45.3
"2563",48079,3068,41,4,0,54,17371,357,34.3
"2564",48081,3271,78,1,0,20,26407,283,48.9
"2565",48083,8744,79,3,0,17,18967,315,45.7
"2566",48085,811308,62,9,12,15,37839,885,35.4
"2567",48087,3061,62,4,1,31,22847,380,39.2
"2568",48089,20776,59,13,0,27,24348,433,43.3
"2569",48091,112083,71,2,1,25,32980,786,42.4
"2570",48093,13829,72,0,1,26,19268,352,44.1
"2571",48095,4070,45,0,0,54,19976,285,41.5
"2572",48097,38484,78,3,1,16,25186,535,39.1
"2573",48099,75966,61,15,2,17,19357,683,30.2
"2574",48101,1546,67,15,0,17,21089,233,50.2
"2575",48103,4484,39,3,0,57,22291,403,34.6
"2576",48105,3840,37,0,0,62,23872,382,38.5
"2577",48107,6056,42,4,0,53,18959,353,37.4
"2578",48109,2345,20,1,0,77,16227,299,37.5
"2579",48111,6854,54,1,1,41,19752,583,31.3
"2580",48113,2412481,33,22,5,38,26816,728,32.7
"2581",48115,13771,39,6,0,54,17677,355,33
"2582",48117,19307,30,1,0,68,17532,466,31
"2583",48119,5237,82,8,0,6,20150,456,44.2
"2584",48121,687857,64,8,7,18,33855,792,33.4
"2585",48123,20269,57,9,0,33,23720,425,42.4
"2586",48125,2382,67,4,0,27,20578,261,44
"2587",48127,10270,14,1,0,86,17516,408,36.4
"2588",48129,3620,84,5,1,9,21904,388,41.7
"2589",48131,11740,10,0,0,88,20181,414,37.3
"2590",48133,18465,81,2,0,15,21125,365,42.7
"2591",48135,141542,39,4,1,54,24247,612,30.9
"2592",48137,2070,47,0,0,53,22015,285,49
"2593",48139,152020,65,9,1,24,25662,686,35.3
"2594",48141,813015,13,3,1,82,18379,611,31.2
"2595",48143,38744,77,1,1,19,21670,520,30.6
"2596",48145,17719,52,24,1,21,16486,333,39.5
"2597",48147,33819,80,7,1,10,20337,462,40.7
"2598",48149,24662,73,7,0,19,27032,475,47.4
"2599",48151,3924,66,3,0,30,22709,295,42.2
"2600",48153,6371,42,2,0,54,21655,407,37.7
"2601",48155,1133,86,1,1,13,20202,275,44.8
"2602",48157,608939,36,21,17,24,34084,947,35.2
"2603",48159,10611,81,5,0,13,28189,445,42.6
"2604",48161,19657,68,16,0,14,22876,445,41.1
"2605",48163,17522,18,3,0,78,15863,400,31.2
"2606",48165,18019,60,1,0,38,21572,478,29.1
"2607",48167,296669,59,13,3,23,30926,731,37.4
"2608",48169,6356,40,5,0,55,16175,402,37.8
"2609",48171,25003,78,0,0,21,30117,712,50
"2610",48173,1176,71,3,0,26,31135,603,38.8
"2611",48175,7281,59,3,0,35,30031,424,44.9
"2612",48177,19920,44,7,0,48,20288,378,37
"2613",48179,22777,68,4,1,25,21738,479,38
"2614",48181,121292,78,6,1,12,24003,578,39.8
"2615",48183,122258,60,20,1,17,24064,599,35.3
"2616",48185,26663,60,16,0,22,20307,427,39.2
"2617",48187,135940,54,6,2,36,26184,675,36.5
"2618",48189,36150,37,4,0,57,18004,431,32.2
"2619",48191,3310,58,5,0,34,19004,327,43.4
"2620",48193,8410,88,1,0,11,23067,410,47
"2621",48195,5566,55,0,1,44,23969,457,36.1
"2622",48197,4087,68,9,1,22,19829,257,44.2
"2623",48199,54945,88,6,1,5,25559,596,38.8
"2624",48201,4182285,33,19,6,41,27899,720,32.3
"2625",48203,66467,64,23,1,11,23236,523,37
"2626",48205,6076,67,8,0,24,24566,549,39
"2627",48207,5885,70,4,0,24,22223,255,43.7
"2628",48209,164144,58,3,1,36,26873,777,30.6
"2629",48211,3959,66,0,0,32,29544,432,35.8
"2630",48213,78636,80,6,0,11,21995,504,43
"2631",48215,790646,8,0,1,91,14222,476,28.4
"2632",48217,35051,73,7,0,19,21182,459,42.3
"2633",48219,23115,50,3,0,45,21984,494,32.6
"2634",48221,51756,86,1,1,11,30046,680,46.8
"2635",48223,35295,75,7,1,16,21606,483,39.1
